tour,team_home,team_away,time,champ,team_home_substitution,team_home_reserved,team_home_yellow_cards,team_home_squad,team_home_red_cards,team_away_substitution,team_away_reserved,team_away_yellow_cards,team_away_squad,team_away_red_cards,team_home_score,team_away_score,target
37,team29,team189,2011-05-15,champ13,"player132074, player39432, player71325",,"player79681, player131266","player70390, player8944, player70537, player79681, player205033, player49450, player131266, player188516, player174050, player120695, player102485",,"player167686, player183811",,"player53256, player147995, player205342","player72344, player40834, player34725, player53256, player11211, player107609, player205342, player158289, player147995, player65292, player195183",player53256,1,1,0
28,team268,team39,2016-04-17,champ14,,,,,,,,,,,0,7,2
10,team95,team330,2013-10-26,champ4,,,,,,,,,,,1,4,2
1,team334,team293,2015-08-08,champ2,"player19325, player66882, player181753","player114478, player145621, player147774, player117138",player172849,"player93032, player94365, player13592, player67813, player172849, player132043, player111099, player181390, player4106, player37399, player58526",player93032,"player88062, player154920, player204591","player127363, player145962, player17977, player170875","player200832, player88062, player178637","player181133, player172018, player178890, player127474, player183463, player81920, player200832, player5039, player118174, player162705, player45057",,2,2,0
4,team40,team61,2009-08-29,champ4,,,,,,,,,,,2,1,1
24,team120,team14,2011-09-18,champ11,,,,,,,,,,,3,0,1
22,team268,team184,2016-02-28,champ14,,,,,,,,,,,3,3,0
15,team181,team278,2015-11-07,champ1,,,,,,,,,,,1,1,0
24,team102,team42,2013-02-16,champ13,"player205658, player29888, player27576",,"player163020, player127963","player174679, player127963, player104080, player163020, player100034, player149145, player174957, player147995, player127238, player67956, player11524",,"player193942, player172139, player69884",,player7812,"player32937, player50802, player139541, player30439, player7812, player110391, player3744, player181390, player159174, player113939, player136476",,1,2,2
13,team176,team191,2009-11-21,champ2,,,,,,,,,,,2,2,0
13,team189,team249,2014-11-29,champ13,"player148929, player10711, player195267",,"player51241, player34725","player75341, player34784, player149894, player162119, player25625, player147995, player51241, player61479, player157858, player79662, player158685",,"player69129, player33641, player207196",,"player91252, player70941, player109113","player79128, player137575, player31214, player109113, player77402, player161921, player91252, player189389, player152301, player21332, player70941",player70941,1,2,2
24,team71,team66,2013-02-09,champ3,,,,,,,,,,,2,1,1
26,team169,team344,2015-03-06,champ13,,,,,,,,,,,2,1,1
5,team343,team43,2012-09-15,champ3,,,,,,,,,,,3,0,1
2,team183,team211,2010-08-14,champ3,,,,,,,,,,,1,2,2
16,team231,team0,2018-01-06,champ5,,,,,,,,,,,1,4,2
33,team73,team274,2013-04-28,champ13,,,,,,,,,,,1,1,0
4,team23,team273,2012-09-15,champ2,,,,,,,,,,,6,1,1
1,team176,team273,2014-08-17,champ2,"player6603, player95162","player55725, player160263, player177138, player54411, player67131",player106829,"player115637, player99188, player106829, player201695, player56091, player89449, player191287, player101490, player168383, player55220, player168028",,"player99800, player70699","player62314, player88062, player193151, player168444, player171129","player202220, player62044","player186483, player83119, player71959, player64940, player23396, player202220, player62464, player33520, player180227, player171087, player137027",,2,1,1
6,team98,team197,2015-08-29,champ1,,,,,,,,,,,2,2,0
27,team283,team179,2011-03-12,champ3,,,,,,,,,,,0,2,2
2,team352,team309,2014-09-13,champ6,,,,,,,,,,,2,0,1
10,team342,team192,2011-10-29,champ2,"player31429, player34835, player47934","player121358, player121271, player168808, player105584","player151250, player89290, player182798","player192998, player190855, player192044, player19589, player209034, player89290, player132167, player182798, player151250, player24034, player155591",,"player123942, player22118, player32376","player98493, player183000, player181209, player132665",,"player212043, player204312, player55612, player204140, player36745, player133528, player83653, player185233, player207196, player180924, player154669",,0,1,2
32,team128,team206,2016-04-20,champ8,,,,,,,,,,,2,0,1
9,team100,team288,2014-11-01,champ10,,,,,,,,,,,3,0,1
19,team163,team279,2009-12-22,champ3,,,,,,,,,,,1,0,1
12,team136,team341,2010-11-13,champ4,,,,,,,,,,,3,3,0
6,team269,team59,2010-09-25,champ4,,,,,,,,,,,1,3,2
16,team53,team192,2011-01-25,champ2,,,,,,,,,,,2,3,2
20,team288,team7,2016-01-30,champ10,,,,,,,,,,,3,2,1
13,team179,team194,2009-11-08,champ3,,,,,,,,,,,5,5,0
8,team291,team77,2013-10-19,champ2,"player55822, player178547, player133684","player166875, player178277, player208094, player90205",player178356,"player19325, player140352, player196347, player202592, player178356, player4739, player122320, player2680, player13630, player12328, player179940",,"player119373, player10034, player99800","player62610, player60634, player27797, player39074",,"player104174, player130944, player148644, player104509, player55725, player209215, player8309, player120123, player162264, player10225, player22026",,0,0,0
3,team252,team141,2014-08-23,champ3,,,,,,,,,,,0,2,2
22,team222,team44,2016-01-17,champ1,,,,,,,,,,,3,3,0
27,team190,team30,2010-03-21,champ13,,,,,,,,,,,4,1,1
9,team164,team168,2017-10-28,champ5,,,,,,,,,,,1,0,1
26,team216,team181,2016-02-13,champ1,,,,,,,,,,,3,3,0
24,team291,team266,2012-02-04,champ2,"player187546, player38909, player202396",,,"player166875, player196347, player178547, player202592, player178356, player180794, player137206, player62530, player179940, player55097, player90205",player196347,player205941,,player128389,"player115637, player17171, player172613, player149695, player95881, player41156, player85519, player128389, player112751, player105131, player162264",,0,1,2
5,team144,team28,2012-09-26,champ6,player31081,,,"player9998, player167578, player96950, player108274, player20157, player7950, player99254, player70941, player44974, player17812, player22343",,"player101750, player164996, player51810",,,"player87429, player168194, player107366, player28252, player184027, player118533, player198692, player80362, player144905, player176557, player191688",,2,1,1
26,team95,team59,2015-03-21,champ4,"player7338, player142932, player9804","player7932, player202067, player48853",player24188,"player197154, player156383, player182573, player109113, player158487, player203187, player202905, player194446, player81975, player24188, player28239",player24188,"player61494, player21044, player145812","player95454, player121534, player75520, player69222",player169649,"player32023, player195915, player82691, player134626, player169649, player81416, player73007, player24518, player48937, player151466, player128492",,2,3,2
4,team57,team43,2014-08-31,champ3,,,,,,,,,,,1,1,0
13,team235,team311,2015-12-12,champ10,,,,,,,,,,,6,0,1
5,team9,team299,2018-04-14,champ7,"player65386, player147567, player208655",,"player163844, player73697","player127823, player181430, player163844, player160005, player114961, player144637, player73697, player203353, player139336, player92444, player119099",,"player127849, player84273, player51173",,player182493,"player125694, player79366, player201191, player116002, player59456, player127794, player76045, player65369, player177339, player182493, player201284",,0,1,2
26,team28,team258,2013-02-24,champ6,,,,,,,,,,,2,3,2
26,team176,team77,2013-02-11,champ2,,,,,,,,,,,0,2,2
28,team93,team320,2013-04-06,champ4,,,,,,,,,,,0,1,2
6,team181,team290,2014-08-31,champ1,,,,,,,,,,,1,1,0
20,team260,team331,2016-03-12,champ11,"player116773, player63404, player61769","player141336, player45798, player204848, player73995, player80459","player123285, player4282, player73726, player41889, player126728","player54446, player172503, player19044, player126881, player107503, player123285, player73726, player126728, player41889, player141704, player4282",,"player130346, player44591, player173860","player198063, player34067, player22474, player124482, player134340","player203711, player175548, player35679, player56586, player120995","player5421, player108139, player22592, player203711, player68327, player35679, player175627, player201426, player120995, player63312, player56586",,2,0,1
21,team211,team221,2010-01-20,champ3,,,,,,,,,,,0,1,2
17,team229,team139,2015-01-06,champ6,,,,,,,,,,,5,0,1
1,team204,team235,2016-08-13,champ10,,,,,,,,,,,1,1,0
28,team266,team77,2014-05-07,champ2,,,,,,,,,,,2,0,1
25,team27,team78,2014-02-08,champ2,"player130516, player193372, player21472","player168476, player205688, player163332, player190944",,"player48733, player19473, player83225, player23396, player100548, player15670, player36222, player52603, player32139, player2014, player21744",,"player26518, player127510, player147371","player210378, player56129, player12186, player85826","player85805, player177828","player3347, player104995, player85805, player53008, player174419, player127160, player177828, player126627, player51547, player55032, player89095",,0,2,2
22,team41,team229,2010-01-30,champ6,,,,,,,,,,,4,2,1
28,team60,team107,2013-04-06,champ4,,,,,,,,,,,1,0,1
35,team349,team248,2011-05-07,champ13,"player176163, player154934",,player2332,"player73900, player195280, player135505, player137289, player88453, player160815, player2332, player82112, player177672, player174320, player32937",player32937,"player183297, player120250, player101677",,player7570,"player174679, player206557, player164412, player186809, player175417, player7570, player60290, player197220, player134715, player3484, player151336",,2,3,2
14,team229,team144,2012-11-24,champ6,,,,,,,,,,,3,1,1
15,team23,team293,2012-12-01,champ2,,,,,,,,,,,0,2,2
3,team133,team233,2009-09-13,champ6,,,,,,,,,,,2,0,1
12,team300,team182,2011-06-10,champ11,,,,,,,,,,,2,2,0
13,team269,team89,2010-11-21,champ4,"player123650, player27682, player203231","player188928, player118831, player185741, player171152",,"player81841, player174862, player153015, player157371, player132835, player25900, player91473, player97378, player17946, player203912, player12966",,"player103652, player190153","player192691, player198698, player74059, player66427, player20599","player58117, player18201, player54737","player20738, player136930, player149474, player93711, player18201, player201024, player65180, player164297, player58117, player106532, player54737",,1,1,0
35,team307,team71,2011-05-11,champ3,,,,,,,,,,,0,0,0
27,team64,team188,2014-03-25,champ4,,,,,,,,,,,3,1,1
8,team116,team42,2012-10-20,champ13,"player75602, player125552, player59187",,"player22188, player4630, player32656, player96303","player11583, player66182, player96303, player4630, player110023, player22188, player2122, player40556, player32656, player140516, player148999",,"player3744, player136476, player188227",,"player110391, player69884, player181390, player113939","player32937, player118277, player30439, player69884, player110391, player193942, player166593, player181390, player113939, player172139, player37538",player110391,4,5,2
